"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"16S_9959",0,NA,NA,NA,NA,NA,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae",NA,NA
"16S_9441",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Collierbacteria",NA,NA,NA
"16S_9969",0.0364910352621697,0.132390647955806,3.03762819068271,0.0435835591603628,0.965236357133588,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Collierbacteria",NA,NA,NA
"16S_7970",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Collierbacteria",NA,NA,NA
"16S_9415",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Collierbacteria",NA,NA,NA
"16S_6702",0.232640796874708,-1.28998218958261,3.02356248468994,-0.426643139050224,0.669639271772468,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Collierbacteria",NA,NA,NA
"16S_7698",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Collierbacteria",NA,NA,NA
"16S_8393",0.335933957993197,-1.83255126565925,3.00395486690367,-0.610046204704851,0.541831200644269,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Collierbacteria",NA,NA,NA
"16S_10049",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Chisholmbacteria",NA,NA,NA
"16S_8999",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Chisholmbacteria",NA,NA,NA
"16S_9695",0.139584478124825,-0.508798117523476,3.03762819068271,-0.167498484206891,0.866977840109316,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_10040",0.0831444254393991,-0.188203734783835,3.03762819068271,-0.0619574625232643,0.950596706873555,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_3187",2.30597349594094,4.92404402318857,2.73980768210601,1.79722250410058,0.0723003032784485,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_5959",0.667051192554786,3.20544070593355,2.99703055641351,1.06953888043419,0.284826918996834,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_8677",0.332577701757597,-1.81887486551083,3.00436532118208,-0.605410684475343,0.544906153542865,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_9296",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_1803",11.3676728795404,0.810922596724022,2.58175581130689,0.314097326002931,0.75344712038145,0.903811432431685,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_2042",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_3430",1.4862748913595,-3.97739088470923,2.97040210053002,-1.33900756533923,0.18056821005362,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_5235",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_2687",5.25025044440226,6.10547821346397,2.38663338525735,2.55819693597625,0.010521648731571,0.130000815438966,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_6945",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_2706",0.553614329775563,-2.55630812689824,2.98690222522781,-0.85583923882988,0.392086707644957,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_2936",2.0313013881367,4.73088124013129,2.98000244272499,1.58754273899361,0.112389775225915,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_7430",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_2953",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_4553",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Pacebacteria",NA,NA,NA
"16S_9957",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Levybacteria",NA,NA,NA
"16S_10109",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Levybacteria",NA,NA,NA
"16S_9966",0.0465281593749415,0.132390647955806,3.03762819068271,0.0435835591603628,0.965236357133588,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Levybacteria",NA,NA,NA
"16S_9802",0.186112637499766,-0.834114389908329,3.03735525349929,-0.274618646912428,0.783609238786445,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria",NA,NA,NA
"16S_9570",0.205246520786088,1.73657585396939,3.0316719114978,0.572811275317531,0.566772483871621,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria",NA,NA,NA
"16S_9812",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus Woesebacteria",NA,NA,NA
"16S_9562",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_4695",0.296153073307029,-1.66139042268567,3.0093781943007,-0.552070997866633,0.580899711293393,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_7446",0,0,0,0,1,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_8842",0.246629730820282,1.96133248521051,3.02588909133623,0.648183864645345,0.516866036709576,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_9981",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kuenenbacteria",NA,NA,NA
"16S_9544",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kuenenbacteria",NA,NA,NA
"16S_9674",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kuenenbacteria",NA,NA,NA
"16S_9672",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_10046",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_10052",0.051311630196522,0.741521376439052,3.03762819068271,0.244111961665853,0.807144108677192,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kuenenbacteria",NA,NA,NA
"16S_6937",0,0,0,0,1,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria",NA,NA,NA
"16S_3595",0,0,0,0,1,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria",NA,NA,NA
"16S_4026",0,0,0,0,1,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria",NA,NA,NA
"16S_6144",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria",NA,NA,NA
"16S_4094",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria",NA,NA,NA
"16S_4241",0,0,0,0,1,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria",NA,NA,NA
"16S_5645",2.41377277234839,4.92417240198727,2.97855511229936,1.65320842365947,0.0982884526975971,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria",NA,NA,NA
"16S_5803",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria",NA,NA,NA
"16S_8386",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria",NA,NA,NA
"16S_9566",0.482754554469677,1.03005772218266,3.03762819068271,0.339099342487716,0.734534893743651,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria",NA,NA,NA
"16S_10105",0.0958299163680079,-0.188203734783835,3.03762819068271,-0.0619574625232643,0.950596706873555,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Komeilibacteria",NA,NA,NA
"16S_10047",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_7950",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_9889",0.0839834894982992,-0.188203734783835,3.03762819068271,-0.0619574625232643,0.950596706873555,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_9279",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Uhrbacteria",NA,NA,NA
"16S_9694",0.139584478124825,-0.508798117523476,3.03762819068271,-0.167498484206891,0.866977840109316,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Uhrbacteria",NA,NA,NA
"16S_8105",0.464781507482322,2.74185551742813,3.00538839777423,0.912313203664036,0.361603865662889,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_9000",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_9693",0.0465281593749415,0.132390647955806,3.03762819068271,0.0435835591603628,0.965236357133588,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_8559",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_9273",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_8385",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_9558",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_9903",0.205246520786088,1.73657585396939,3.0316719114978,0.572811275317531,0.566772483871621,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_9990",0.233134962669567,1.8947498311175,3.02763075171741,0.625819324249731,0.531433455337788,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_10048",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_8540",0.314083346502568,2.24095064022388,3.01791381844021,0.742549580617944,0.457754423594347,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_9961",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Magasanikbacteria",NA,NA,NA
"16S_10118",0.0704656373772233,1.03005772218266,3.03762819068271,0.339099342487716,0.734534893743651,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Uhrbacteria",NA,NA,NA
"16S_9785",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Uhrbacteria",NA,NA,NA
"16S_8831",0.0525049239220225,0.741521376439052,3.03762819068271,0.244111961665853,0.807144108677192,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_9958",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_9896",0.188787550149888,-1.05204900349623,3.03247211268282,-0.346927841181525,0.728645529897558,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_8840",0.466269925339135,2.75123091227694,3.00519200814097,0.915492555824703,0.359933108701331,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_9438",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_9455",0.364267727248504,2.42967063245265,3.01269242616246,0.806478156001985,0.419967198268553,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_9800",0.279168956249649,-1.55503184185112,3.01308109974047,-0.516093590041457,0.605789044641476,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kerfeldbacteria",NA,NA,NA
"16S_9410",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kuenenbacteria",NA,NA,NA
"16S_9447",0.205246520786088,1.73657585396939,3.0316719114978,0.572811275317531,0.566772483871621,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Kuenenbacteria",NA,NA,NA
"16S_8233",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_8265",0.564427932161742,2.98584997034449,3.0006628474905,0.995063465007941,0.319705398412211,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_9307",0.388558271115946,2.5154272814655,3.01053031219726,0.835542917895284,0.403412092953973,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_9161",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_9285",0.166288850878798,-0.834114389908329,3.03735525349929,-0.274618646912428,0.783609238786445,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_5054",0.634328679920397,-0.689058724688182,2.99393197813702,-0.230151763540383,0.817973842827313,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_6928",0.190562070508702,-0.834114389908329,3.03735525349929,-0.274618646912428,0.783609238786444,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_9791",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_3898",0.79743683453695,-3.08132629084919,2.97888132319354,-1.03439041591151,0.300953683084434,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_5810",0.381124141017404,-2.00501820807851,2.99909474186927,-0.668541136792775,0.503788232279669,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_9156",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_6135",0,0,0,0,1,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_7963",0.251950468494898,-1.41738886492657,3.01828859616712,-0.469600178964492,0.638640696797376,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_8235",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_7420",0,0,0,0,1,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_8565",0.786310214762594,3.41038653102762,2.99409743292842,1.13903659029961,0.254687893045921,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_8705",0.323793535332004,2.27796133705535,3.01683695756096,0.755082680668636,0.450199374287063,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_6833",0.558337912499298,-2.56028034756382,2.9868300329493,-0.857189836488858,0.391339978496001,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_5223",1.44826366340903,4.15023481252151,2.98567638309377,1.39004844464122,0.164514167073325,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_6059",0,0,0,0,1,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_7036",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_8667",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_9281",0.190562070508702,-0.834114389908329,3.03735525349929,-0.274618646912428,0.783609238786444,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_9875",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","ABY1","Candidatus Falkowbacteria",NA,NA,NA
"16S_9978",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Portnoybacteria",NA,NA,NA
"16S_10104",0.0958299163680079,-0.188203734783835,3.03762819068271,-0.0619574625232643,0.950596706873555,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_7404",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_9012",0.655258512302162,3.16828267507651,2.99760766113495,1.05693707557344,0.290540306229098,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_5899",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_8689",0.461804671768698,2.72270098542779,3.00579353194277,0.905817700548445,0.365032350596129,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_9448",0.317351710654464,2.21141030802293,3.01879272561265,0.732547912037961,0.46383421025769,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_8984",0.259133939143651,-1.47010273201087,3.01623649251016,-0.487396374807277,0.625977462092365,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_9794",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_6238",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_7171",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_4738",0.989591239987801,-0.0684598682644266,2.95552349797302,-0.0231633645651535,0.981519961603116,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_8810",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_6724",1.44826366340903,4.15023481252151,2.98567638309377,1.39004844464122,0.164514167073325,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_9991",0.105698456065835,1.2831638710298,3.03725451434035,0.422474924301326,0.672678399962236,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_9567",0.482754554469677,1.03005772218266,3.03762819068271,0.339099342487716,0.734534893743651,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_9713",0.21001969568809,1.73657585396939,3.0316719114978,0.57281127531753,0.566772483871621,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_9703",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Moranbacteria",NA,NA,NA
"16S_9878",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Campbellbacteria",NA,NA,NA
"16S_9904",0.262103404920865,1.73657585396939,3.0316719114978,0.572811275317531,0.566772483871621,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Campbellbacteria",NA,NA,NA
"16S_8686",0.157006005012465,1.33017474931156,3.03704424084713,0.437983329785321,0.661398367810876,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_9445",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_9284",0.167966978996598,-0.834114389908329,3.03735525349929,-0.274618646912428,0.783609238786445,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_9446",0.25655815098261,1.9755733784128,3.02552629645615,0.652968503604423,0.513776583930899,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_7835",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8104",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8560",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8557",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8971",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_9155",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_6301",0.109473105786509,-0.508798117523476,3.03762819068271,-0.167498484206891,0.866977840109316,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8656",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_6609",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8549",0.279168956249649,-1.55503184185112,3.01308109974047,-0.516093590041457,0.605789044641476,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_5118",2.58288853668572,5.03479842327978,2.97780807277036,1.69077331387437,0.0908801058354191,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_7283",0.595381077224139,1.35146027491857,3.00736075077892,0.449384156712337,0.653154558303691,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_9701",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_6818",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_7808",0.202370959582502,1.74646624032581,3.03151409542773,0.576103618637271,0.564545145689876,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8400",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8658",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_6217",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8818",0.207861063598498,-1.14914725704445,3.02947229698185,-0.379322583074715,0.704448331679954,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_10108",0.0755150200599551,-0.188203734783836,3.03762819068271,-0.0619574625232644,0.950596706873555,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Adlerbacteria",NA,NA,NA
"16S_7295",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8687",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8232",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_5397",0.335933957993197,-1.83255126565925,3.00395486690367,-0.610046204704851,0.541831200644269,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_6933",0.837907139799716,3.51079322164022,2.99280350116483,1.17307842638977,0.240764356962846,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_6942",0.186112637499766,-0.834114389908329,3.03735525349929,-0.274618646912428,0.783609238786445,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_7447",0.616138831296675,3.11376748198457,2.99848122255174,1.03844821790637,0.299061431102797,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_7413",0.381124141017404,-2.00501820807851,2.99909474186927,-0.668541136792775,0.503788232279669,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_4451",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_2773",4.94047995890242,6.01653945130871,2.71880311047982,2.21293679859256,0.0269020032452587,0.259649213013186,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_4250",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_9457",0.242845151499003,1.93543061647463,3.02655766106574,0.639482485786542,0.52250910377813,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_8804",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_6132",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_2599",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_3336",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_5972",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_7699",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_6300",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_5547",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_6501",0,0,0,0,1,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"16S_6925",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
