"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"16S_9454",0.140931274754447,1.46964738165769,3.03556826236466,0.484142425613865,0.628284793796135,NA,"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA,NA
"16S_8079",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peregrinibacteria",NA,NA,NA
"16S_9678",0,NA,NA,NA,NA,NA,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peregrinibacteria",NA,NA,NA
"16S_9891",0.093056318749883,-0.188203734783835,3.03762819068271,-0.0619574625232643,0.950596706873555,NA,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria",NA,NA,NA
"16S_9564",0.241377277234839,0.741521376439052,3.03762819068271,0.244111961665853,0.807144108677192,NA,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria",NA,NA,NA
"16S_9692",0.093056318749883,-0.188203734783835,3.03762819068271,-0.0619574625232643,0.950596706873555,NA,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria",NA,NA,NA
"16S_9816",0.205246520786088,1.73657585396939,3.0316719114978,0.572811275317531,0.566772483871621,NA,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus Peribacteria",NA,NA,NA
"16S_7056",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_7559",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_7813",0.395438806982545,-2.07190659338261,2.99735870599056,-0.691244124115566,0.489412139256913,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_7961",0.316351045586036,-1.75084601626298,3.00646487992932,-0.582360375453362,0.56032396581297,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_626",26.0109758087305,2.0799110596668,1.23789096856431,1.68020537550173,0.0929173638306891,0.471799582555828,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_864",17.5961257097602,1.76727893716096,1.42785586340537,1.2377152221416,0.215821672863317,0.589151266035981,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_896",17.4257868115245,1.93281481769123,1.2643564916418,1.52869450227713,0.126340195856654,0.532668444205913,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_693",23.7163179013095,2.12516127068988,1.23326887539116,1.72319379260734,0.0848534858961778,0.471799582555828,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_920",15.9532900938219,1.48946489929703,1.43191477655714,1.04019102510993,0.298251160355905,0.654152446382182,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_951",17.4810168043687,1.75544780084499,1.22089050608056,1.43784212597453,0.150478853669945,0.546485072513466,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_673",23.3912773869076,2.36600475330401,1.14332286860037,2.06941085347171,0.0385075488928638,0.305008566445299,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_895",15.35552110823,1.98402495729921,1.40566431944888,1.41145003814075,0.158111957535645,0.546485072513466,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_965",13.4624053858561,1.53989469706429,1.5494313023206,0.993845093201601,0.320298288867043,0.678405958759321,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_676",26.9531006080836,1.96432144040181,1.16441653475993,1.68695770092856,0.0916114857312249,0.471799582555828,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_871",15.5341047515897,1.86346603576733,1.40246189417554,1.32871063627921,0.183943454466833,0.568896503688951,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_930",15.2487421448952,2.29920682938504,1.54013272695169,1.49286278328476,0.135473108836394,0.534023355378977,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1580",1.67254975176472,-2.22665288174989,2.94685213274365,-0.755603872012669,0.449886733731054,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_2011",0.432892589628804,0.822989981432582,3.02166831791363,0.272362779380376,0.785343088978054,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_3476",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_2316",0.352328186886117,2.39511082765635,3.01359970015293,0.794767409730896,0.426748811956211,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_2323",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_3064",0.856229123875912,-0.47550593461628,2.96513141386542,-0.16036588880774,0.872592858609595,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1277",5.9978461057466,-0.815679759693729,2.0080258865807,-0.406209783023606,0.684588466494183,0.890365350574891,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1481",8.11395688142876,1.43883306887519,2.24381073110619,0.641245292630298,0.521363326844024,0.805856896544316,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_6828",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_8409",0.667051192554786,3.20544070593355,2.99703055641351,1.06953888043419,0.284826918996834,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_5408",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_6824",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_6054",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_3117",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_4522",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_6713",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_8282",0.404741919165005,2.56578918791838,3.00931766950022,0.85261493458233,0.393872877822723,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_6947",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_8111",0.320869222234489,2.25695732960631,3.01744480319725,0.747969715043292,0.454478424961485,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_4",7700.79729844499,0.253758216128967,0.433627971618169,0.585197987071769,0.558414598229934,0.820349603944308,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_7",5553.41023708678,0.249763164446012,0.426478024157324,0.585641346795109,0.558116556948307,0.820349603944308,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_12",5026.94417564262,0.260190087094941,0.426355201740677,0.610266008325136,0.541685610139144,0.818754659265075,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_14",2931.35987081347,0.268173264417564,0.424866382232625,0.631194360467739,0.527913448944563,0.809710007208765,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_483",59.7993834942301,2.47791623738702,1.95341099211484,1.26850736859238,0.204616820982403,0.585638310519905,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_612",43.5557221623447,2.4448551531912,1.90114034847524,1.28599403781632,0.198445142476708,0.584337308707607,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_5008",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_2554",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_4640",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_5416",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_2513",0.729820705243393,-2.95710884803813,2.98052624728943,-0.992143199788094,0.321127675674116,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_2656",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_5124",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_5238",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_3",8106.54906031971,0.263472663047413,0.439560673709323,0.599399989139257,0.54890618422551,0.819306948803714,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_6",5851.12058934542,0.272630479007529,0.434059266364657,0.628095055522878,0.529941671967727,0.811238242725595,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_10",5399.03133217203,0.274284873498007,0.434451559323642,0.631335916770597,0.527820907337707,0.809710007208765,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_13",3067.74976290097,0.270542343630191,0.432048647760654,0.62618491003834,0.531193663720223,0.811238242725595,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_456",64.8675880808183,2.05857517502012,1.97395567879885,1.04286798185497,0.297009440467029,0.652716398812918,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_607",45.0397237728527,2.34174655957444,2.0829199605985,1.12426142332496,0.260902138603256,0.623856412409828,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_3903",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_4699",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_4700",2.89652732681806,5.19637639280922,2.97681291144335,1.74561739262602,0.0808774579605277,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_4488",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_4748",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_509",34.3845431499126,1.10124721372878,2.11656915823404,0.520298242769259,0.602855720470984,0.84321922025744,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1179",2.66820477021914,5.128179388836,2.97721966529244,1.72247263062878,0.0849839365890181,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_510",35.9166972604605,1.18122503782123,2.119772212821,0.55724149541957,0.577362442073936,0.830387637958386,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1231",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_688",37.13811715285,2.89655082251181,2.45494087617723,1.17988618407065,0.238045485531714,0.614168398866047,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_730",24.7477370635608,0.943963286365045,1.59448106927718,0.592019124311692,0.553837782169234,0.820349603944308,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1544",10.5946903581581,1.22444145982146,2.57187163489111,0.476089647403144,0.63401051213268,0.862599164128699,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_679",29.7227948610803,1.25193307735375,1.6279894930946,0.769005624829914,0.441889971381582,0.77227744538162,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_690",35.4323391550888,2.74749877549768,2.45001419645773,1.12142157358519,0.262108457347264,0.623856412409828,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1439",11.9565398090814,0.7665237846346,2.59244312044089,0.295676220855422,0.767477358647097,0.907570296129798,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_739",29.2905967693542,1.27636639102726,1.77027048260725,0.721000775625785,0.470909037529181,0.785064095696186,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_833",24.6491962651824,1.02368765118222,1.74992206981875,0.584990422623935,0.558554156596953,0.820349603944308,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1",9112.75337180107,0.273030708558818,0.451465698944787,0.604765122127714,0.545335071108053,0.819306948803714,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_5",6345.21207913303,0.270803834101749,0.448100018945555,0.604337921562668,0.545618999192287,0.819306948803714,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_8",5956.04901678303,0.276389631153766,0.448144900780773,0.616741662511903,0.537405136294223,0.816385944752972,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_15",2875.04806334966,0.302570323418203,0.4397298180916,0.688082342769793,0.491400929084565,0.791333082879562,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_441",70.1939452739314,2.16273313387328,1.98536460062662,1.08933801539056,0.2760048545094,0.625086350742267,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_545",49.9716553964347,2.26910461537448,1.9343592422194,1.17305232960296,0.240774821369464,0.614602595753826,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_558",47.6275686432043,2.24862629973986,1.93943545815213,1.15942311474614,0.246283759358734,0.622426228197528,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_2",8416.89470261648,0.251050733528016,0.449345166626269,0.55870353610996,0.576364065639735,0.830387637958386,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_9",5834.80613565006,0.256369532839865,0.442499100851223,0.579367353169067,0.562341327697139,0.820349603944308,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_11",5391.10929410832,0.272950321358348,0.441642282332783,0.618034849191991,0.536552366851694,0.816205515648541,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_16",2717.5882832091,0.287083413286564,0.439268805987044,0.653548372599512,0.513402815082721,0.802141859419562,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_448",67.5260227164975,2.19287271109666,2.14591426042998,1.02188272454896,0.306836409790029,0.659965353358824,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_568",48.8944205636285,2.36087020710931,1.92811905368452,1.22444213317525,0.220785483284685,0.589151266035981,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_623",42.8684502368231,2.53673157881341,2.07677495440154,1.22147639224801,0.221905698745177,0.589151266035981,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1427",3.27473862514622,-0.772338988731697,2.91557266939095,-0.264901299439411,0.791085497277881,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1432",11.0757911287812,1.79303600986305,2.5533967582803,0.70221598114296,0.482544480708258,0.786788068251587,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1848",2.17635210028293,-4.52682700657794,2.9672764299834,-1.52558317817503,0.127113704107519,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1498",1.87927284440165,-0.175983146582938,2.92854556079448,-0.060092336939841,0.952082093171231,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1697",7.84761333651239,1.31652226963545,2.51734489205824,0.522980491782765,0.600987828996107,0.84321922025744,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_1869",1.60414619969301,-4.0861783011346,2.96968559422614,-1.37596327001054,0.168833005100373,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_400",58.8972364486744,0.902811225319112,1.56338865807376,0.577470752814247,0.563621490479722,0.820349603944308,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_402",55.1676272593945,0.558446551725708,1.54412109227917,0.361659817042861,0.717606258512782,0.894594349177369,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_439",42.2148421167162,-0.0587637577758634,1.33507496713907,-0.0440153243991893,0.96489218860161,0.98571262930486,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_437",41.6458736240076,0.0741861910103875,1.33009761980503,0.0557749971925084,0.955521053280179,0.983541325718549,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_8415",0.525049239220225,2.88954221587551,3.00243520445307,0.962399525421855,0.335848951977977,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_9436",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_9274",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_9275",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_10044",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_7151",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_7411",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_9568",0.359181411375654,2.39428938763304,3.0136215227765,0.794489078849935,0.426910764321096,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_9308",0.21139691213167,1.79793010617127,3.03030182433197,0.593317171159221,0.552968909295873,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_9442",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_9309",0.21139691213167,1.79793010617127,3.03030182433197,0.593317171159221,0.552968909295873,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_8805",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_8961",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_10045",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_9892",0.182455176310848,-1.01785760175481,3.03357385352898,-0.33553084609123,0.737224680103515,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_9967",0.109473105786509,-0.508798117523476,3.03762819068271,-0.167498484206891,0.866977840109316,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_9902",0.482754554469677,1.03005772218266,3.03762819068271,0.339099342487716,0.734534893743651,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_7431",0.52420680984173,2.87222141641237,3.00276644105092,0.956525082053046,0.338807018600319,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_9803",0.109473105786509,-0.508798117523476,3.03762819068271,-0.167498484206891,0.866977840109316,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_9145",0.333172207470408,-1.8302399151357,3.00402396611336,-0.609262754152952,0.542350290648735,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_9787",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_6226",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_6488",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_7572",0.42279382426334,2.62950611786756,3.00784139695421,0.874217011751432,0.382000083368496,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_7403",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_2097",8.67275445538554,1.86287032390291,2.75016724632098,0.677366195235927,0.498173641089403,0.7925165792438,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_2209",2.20024609532221,4.85276200095148,2.97906792156218,1.62895312517976,0.103322942463056,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_2859",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_2845",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_2379",1.92521533340693,4.66112641170666,2.98057292559234,1.56383572154348,0.117856152971931,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_4247",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_2458",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_2718",1.66586103735204,-4.144846141535,2.96932096676382,-1.39589023481431,0.162747551730679,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_2214",2.15799163245036,4.81884313631822,2.97932031293519,1.61743036336055,0.105785415980254,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_2930",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_4688",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_5219",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_4788",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_5632",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_2527",4.41153103830334,-2.30224439311648,2.6291957179726,-0.875645878083112,0.38122257629283,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_4754",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter",NA
"16S_4841",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_5969",0,0,0,0,1,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_1945",1.14995899641609,-3.60465872875684,2.97330834670284,-1.21233935684945,0.225382504239135,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
"16S_6390",0,NA,NA,NA,NA,NA,"Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales",NA,NA,NA
